First Name*,Middle Name,Last Name*,Email*,Phone,Date of Birth,Gender,Marital Status,Job Title,Department,Manager Email,Employment Type,Employment Status,Join Date,Probation End Date,Create User Account? (Yes/No),Username,Password,Access Role,Basic Salary,Housing Allowance,Transport Allowance,Medical Allowance,Lunch Allowance,Other Allowances,Bank Name,Bank Account Number,Bank Branch,Mobile Money Number,National ID*,Passport Number,TIN Number,NSSF Number,Address,City,District,Emergency Contact Name,Emergency Contact Phone,Emergency Contact Relationship,Notes
Moses,,Mukasa,moses.mukasa@company.co.ug,+256746553399,1976-07-27,Male,Married,General Manager,Management,,Contract,Active,2023-11-07,,No,,,,8206900,1200000,450000,0,0,0,Absa Bank,8163297767,Kampala Branch,+256752062843,CM895080043440,,,,"Plot 161, Ggaba Road",Jinja,Mbarara,Sarah Mbabazi,+256709071401,Sibling,
Prossy,,Nakandi,prossy.nakandi@company.co.ug,+256774499102,1985-11-13,Female,Married,Procurement Officer,Operations,manager.operations@company.co.ug,Full-time,Active,2024-04-23,,No,,,,3448897,0,300000,0,200000,800000,Absa Bank,6646542827,Kampala Branch,+256758326427,CM856211269828,,9477727425,,"Plot 36, Nakasero",Entebbe,Mbale,Mary Kato,+256794697586,Sibling,
Prossy,,Nabukenya,prossy.nabukenya@company.co.ug,+256750602134,1996-03-24,Female,Widowed,Marketing Officer,Sales,manager.sales@company.co.ug,Full-time,Active,2021-11-07,2022-05-06,Yes,prossy.nabukenya,Welcome2025!,Employee,2779963,500000,650000,250000,100000,0,Stanbic Bank,2488157892,Kampala Main,,CM832567077593,,,,"Plot 24, Bombo Road",Mbarara,Wakiso,Nantongo Mbabazi,+256747261849,Spouse,
Doreen,,Nakandi,doreen.nakandi@company.co.ug,+256773949860,1990-12-15,Female,Widowed,Project Manager,Management,,Full-time,Active,2020-08-02,2021-01-29,Yes,doreen.nakandi,Welcome2025!,Employee,3069518,1600000,650000,550000,0,0,Absa Bank,2428762468,Kampala Main,+256755108313,CM781071215951,,,,"Plot 213, Ggaba Road",Entebbe,Mukono,Gloria Nabukenya,+256792199742,Child,
Brenda,,Kiwanuka,brenda.kiwanuka@company.co.ug,+256775059079,1992-09-01,Female,Widowed,Accountant,Finance,manager.finance@company.co.ug,Full-time,Active,2022-01-15,,No,,,,7241882,0,400000,500000,200000,0,Centenary Bank,6010635814,Kampala Main,+256755198350,CM855365157619,,4486622024,,"Plot 120, Ggaba Road",Fort Portal,Mbarara,Simon Nakandi,+256732673715,Parent,
Peter,,Nalwanga,peter.nalwanga@company.co.ug,+256762754137,1993-06-15,Male,Divorced,HR Manager,Human Resources,manager.humanresources@company.co.ug,Part-time,Active,2014-04-07,,No,,,,2320515,1100000,450000,0,300000,0,Absa Bank,8814859390,Central Branch,,CM924834937172,,,,"Plot 203, Bombo Road",Kampala,Mukono,Mary Nabukeera,+256721608222,Friend,
Mary,Stephen,Nakandi,mary.nakandi@company.co.ug,+256734838181,1977-12-19,Female,Divorced,Auditor,Finance,manager.finance@company.co.ug,Full-time,Active,2020-06-17,,Yes,mary.nakandi,Welcome2025!,Supervisor,9036908,800000,0,550000,0,0,Centenary Bank,4985816667,Kampala Branch,+256759346473,CM967643203372,,1153478356,71193639-52,"Plot 183, Nakasero",Masaka,Mbale,John Nalwanga,+256702903170,Sibling,
James,,Nabukeera,james.nabukeera@company.co.ug,+256769860638,1992-07-13,Male,Divorced,Sales Manager,Sales,manager.sales@company.co.ug,Full-time,Active,2017-03-04,2017-08-31,Yes,james.nabukeera,Welcome2025!,Employee,5173614,0,650000,250000,250000,0,Bank of Africa,7695378466,Kampala Main,,CM722335267585,,4347723339,,"Plot 200, Ggaba Road",Fort Portal,Mbarara,Charles Okello,+256760077963,Sibling,
Patrick,,Okello,patrick.okello@company.co.ug,+256737531504,2004-12-02,Male,Widowed,HR Officer,Human Resources,manager.humanresources@company.co.ug,Contract,Active,2016-01-16,2016-07-14,No,,,,3398741,1100000,750000,0,0,0,Equity Bank,4297859342,Central Branch,+256754283407,CM894737662290,,6016770262,98335261-22,"Plot 175, Entebbe Road",Mbale,Kampala,Prossy Nalwanga,+256706519038,Friend,
Achen,,Kato,achen.kato@company.co.ug,+256703478288,1984-06-26,Female,Divorced,General Manager,Management,manager.management@company.co.ug,Full-time,Active,2014-12-02,,No,,,,9345950,400000,200000,400000,150000,0,Bank of Africa,6457067311,Central Branch,+256759988947,CM990484988057,,9364975144,93024522-95,"Plot 5, Bombo Road",Jinja,Gulu,Sarah Kiwanuka,+256743183421,Parent,
Prossy,David,Mbabazi,prossy.mbabazi@company.co.ug,+256737832782,1980-12-05,Female,Married,Business Development Manager,Sales,,Full-time,Active,2020-12-30,,No,,,,7740696,800000,250000,250000,0,0,Centenary Bank,4042032361,Kampala Branch,,CM953015617997,,1131806644,,"Plot 59, Entebbe Road",Entebbe,Gulu,David Tumwebaze,+256727832937,Child,
Brian,,Nalwanga,brian.nalwanga@company.co.ug,+256701749914,1983-02-14,Male,Widowed,Project Engineer,Engineering,,Full-time,Active,2018-01-22,,No,,,,7564166,0,0,200000,0,0,Centenary Bank,5039973463,Kampala Branch,,CM718138651408,,,66779285-87,"Plot 206, Entebbe Road",Gulu,Wakiso,Peter Asiimwe,+256755786070,Friend,
Francis,Brian,Nalwanga,francis.nalwanga@company.co.ug,+256798422891,2001-09-20,Male,Married,Sales Manager,Sales,manager.sales@company.co.ug,Full-time,Active,2018-08-21,2019-02-17,Yes,francis.nalwanga,Welcome2025!,Supervisor,3572887,1000000,600000,0,100000,0,Stanbic Bank,6479847253,Central Branch,,CM908456616550,,,37463511-95,"Plot 207, Entebbe Road",Jinja,Mbale,Stephen Mukasa,+256725133105,Friend,
Patrick,Stephen,Apio,patrick.apio@company.co.ug,+256739912419,2001-04-27,Male,Married,Financial Analyst,Finance,manager.finance@company.co.ug,Full-time,Active,2015-10-16,,Yes,patrick.apio,Welcome2025!,Admin,4761256,1500000,200000,0,300000,0,Absa Bank,6994045456,Kampala Main,+256759303658,CM912360458332,,7132930116,,"Plot 165, Bombo Road",Mbale,Mbale,Doreen Asiimwe,+256793846494,Parent,
Nakato,Ronald,Tumwebaze,nakato.tumwebaze@company.co.ug,+256739468318,1997-06-27,Female,Married,Operations Manager,Operations,manager.operations@company.co.ug,Full-time,Active,2015-05-14,,No,,,,6419834,0,0,200000,150000,0,Bank of Africa,4104127211,Central Branch,+256759348753,CM740947483027,,8278489634,46277581-81,"Plot 156, Bombo Road",Mbarara,Jinja,Geoffrey Nabukeera,+256706641485,Sibling,
Prossy,,Ssekitto,prossy.ssekitto@company.co.ug,+256794000191,1980-12-21,Female,Married,Civil Engineer,Engineering,manager.engineering@company.co.ug,Contract,Active,2022-09-21,,Yes,prossy.ssekitto,Welcome2025!,Admin,3585036,1100000,800000,550000,0,0,Stanbic Bank,1561793891,Central Branch,,CM815771928002,,,82959474-47,"Plot 144, Ggaba Road",Gulu,Gulu,Gloria Nabukenya,+256749838804,Spouse,
Peter,,Nabukenya,peter.nabukenya@company.co.ug,+256792430207,1978-09-07,Male,Married,Sales Manager,Sales,manager.sales@company.co.ug,Full-time,Active,2023-11-04,2024-05-02,Yes,peter.nabukenya,Welcome2025!,Supervisor,8739551,700000,700000,500000,0,800000,Stanbic Bank,9085579921,Kampala Branch,+256756267208,CM722643891609,,,75175968-44,"Plot 218, Nakasero",Mbarara,Jinja,Faith Akello,+256755901731,Spouse,
Esther,,Tumwebaze,esther.tumwebaze@company.co.ug,+256745716736,1976-12-22,Female,Single,Business Development Manager,Sales,manager.sales@company.co.ug,Full-time,Active,2017-12-15,,No,,,,8924680,0,0,450000,100000,0,DFCU Bank,8816213262,Kampala Branch,,CM765728163753,,,66288666-53,"Plot 190, Ggaba Road",Fort Portal,Wakiso,David Okello,+256783051920,Child,
Patrick,,Ssekitto,patrick.ssekitto@company.co.ug,+256703174244,1991-03-25,Male,Married,Mechanical Engineer,Engineering,manager.engineering@company.co.ug,Full-time,Active,2023-05-15,2023-11-11,No,,,,8898184,1300000,0,350000,0,700000,Bank of Africa,8813684679,Central Branch,+256753036234,CM707464135073,,,,"Plot 126, Bombo Road",Mbale,Jinja,Doreen Nabukeera,+256759212399,Friend,
Joseph,Francis,Byaruhanga,joseph.byaruhanga@company.co.ug,+256775525474,1992-11-26,Male,Single,Executive Director,Management,,Contract,Active,2017-05-04,2017-10-31,No,,,,9146827,1100000,200000,0,0,0,Absa Bank,6082949808,Kampala Main,+256757733032,CM983723976570,,,,"Plot 84, Ggaba Road",Fort Portal,Wakiso,Moses Mbabazi,+256748466722,Spouse,
Nantongo,,Nakandi,nantongo.nakandi@company.co.ug,+256714889681,2005-08-07,Female,Widowed,Project Manager,Management,manager.management@company.co.ug,Contract,Active,2014-04-23,,No,,,,3076479,1100000,650000,500000,150000,0,Equity Bank,4092735381,Central Branch,,CM902755715806,,,,"Plot 111, Old Kampala Road",Fort Portal,Mbarara,David Kiwanuka,+256752059588,Child,
Charles,,Akello,charles.akello@company.co.ug,+256798472651,1985-01-06,Male,Married,Executive Director,Management,manager.management@company.co.ug,Full-time,Active,2023-03-05,,Yes,charles.akello,Welcome2025!,Supervisor,3687050,1300000,0,150000,0,1000000,DFCU Bank,7937895936,Kampala Main,+256752628555,CM751798095160,,,36110734-69,"Plot 195, Ggaba Road",Kampala,Mbale,Simon Byaruhanga,+256728098379,Friend,
Simon,,Mukasa,simon.mukasa@company.co.ug,+256798265379,1987-09-21,Male,Married,Logistics Coordinator,Operations,manager.operations@company.co.ug,Full-time,Active,2017-08-14,,Yes,simon.mukasa,Welcome2025!,Employee,6210794,1600000,300000,350000,100000,0,DFCU Bank,1470211560,Central Branch,+256755605164,CM801580594942,,6207485203,,"Plot 73, Nakasero",Mbale,Gulu,Moses Kiwanuka,+256754828740,Parent,
Gloria,,Okello,gloria.okello@company.co.ug,+256767405664,1977-09-24,Female,Single,Department Manager,Management,manager.management@company.co.ug,Full-time,Active,2016-06-08,,Yes,gloria.okello,Welcome2025!,Employee,8937689,0,0,450000,250000,100000,Centenary Bank,2048178237,Kampala Branch,+256758837397,CM718905665337,,5252302871,48159827-85,"Plot 84, Entebbe Road",Gulu,Kampala,Doreen Mbabazi,+256761901051,Spouse,
Samuel,,Nakandi,samuel.nakandi@company.co.ug,+256727264345,1993-08-12,Male,Divorced,Electrical Engineer,Engineering,manager.engineering@company.co.ug,Full-time,Active,2019-04-11,2019-10-08,Yes,samuel.nakandi,Welcome2025!,Employee,2591201,1400000,0,550000,100000,0,Stanbic Bank,5872222242,Kampala Main,+256750809275,CM838439385382,,5344557151,,"Plot 112, Bombo Road",Entebbe,Jinja,Gloria Nabukenya,+256719700092,Spouse,
Nantongo,,Nabukenya,nantongo.nabukenya@company.co.ug,+256745916362,1993-05-25,Female,Married,HR Manager,Human Resources,manager.humanresources@company.co.ug,Full-time,Active,2025-01-13,,Yes,nantongo.nabukenya,Welcome2025!,Supervisor,3663311,300000,0,0,100000,0,Centenary Bank,5019687720,Central Branch,+256754139201,CM943522831199,,1797099158,69108170-68,"Plot 68, Ggaba Road",Masaka,Jinja,David Nalwanga,+256735701566,Friend,
Stephen,Namukwaya,Ssekitto,stephen.ssekitto@company.co.ug,+256738252343,1994-10-21,Male,Single,Operations Manager,Operations,manager.operations@company.co.ug,Full-time,Active,2016-04-15,,Yes,stephen.ssekitto,Welcome2025!,Supervisor,2383124,1100000,200000,250000,200000,0,Absa Bank,8119767307,Kampala Branch,,CM913871634956,,,75713206-70,"Plot 81, Old Kampala Road",Fort Portal,Mbale,Joseph Okello,+256719325015,Parent,
John,,Okello,john.okello@company.co.ug,+256782486297,2002-09-18,Male,Divorced,HR Officer,Human Resources,manager.humanresources@company.co.ug,Contract,Active,2022-02-14,,No,,,,9022343,1100000,200000,0,200000,0,Stanbic Bank,3946269115,Kampala Branch,,CM822721613023,,1542506873,87371860-36,"Plot 34, Bombo Road",Entebbe,Wakiso,Geoffrey Kato,+256784623567,Child,
John,,Byaruhanga,john.byaruhanga@company.co.ug,+256724702514,2001-09-13,Male,Married,Marketing Officer,Sales,manager.sales@company.co.ug,Contract,Active,2016-08-07,,No,,,,8320669,1600000,350000,300000,0,500000,Equity Bank,5144351021,Kampala Branch,,CM936349675491,,9297907268,78536610-18,"Plot 29, Bombo Road",Gulu,Gulu,Samuel Akello,+256751727086,Sibling,
John,Nakato,Byaruhanga,john.byaruhanga@company.co.ug,+256745215695,1999-12-18,Male,Married,Payroll Officer,Finance,manager.finance@company.co.ug,Full-time,Active,2020-05-24,,No,,,,2820613,0,300000,350000,100000,0,Absa Bank,7035289054,Kampala Branch,,CM832737945302,,8572283462,88604483-68,"Plot 210, Nakasero",Masaka,Wakiso,Moses Mukasa,+256775080531,Spouse,
Nakato,,Ssekitto,nakato.ssekitto@company.co.ug,+256747150875,1990-03-05,Female,Single,Senior Accountant,Finance,manager.finance@company.co.ug,Part-time,Active,2022-06-27,2022-12-24,No,,,,9032617,0,600000,0,0,0,Absa Bank,5957804609,Central Branch,,CM953153265315,,,,"Plot 26, Entebbe Road",Kampala,Kampala,Lydia Nabukeera,+256716464900,Spouse,
Stephen,,Ssekitto,stephen.ssekitto@company.co.ug,+256704560155,1992-07-12,Male,Widowed,Training Coordinator,Human Resources,,Full-time,Active,2014-12-01,,Yes,stephen.ssekitto,Welcome2025!,Admin,5166955,0,0,0,0,900000,Equity Bank,6089100587,Kampala Main,+256759832191,CM730626733839,,2276514995,35746407-59,"Plot 49, Ggaba Road",Mbale,Jinja,Charles Ssekitto,+256701591692,Friend,
Geoffrey,,Nalwanga,geoffrey.nalwanga@company.co.ug,+256735263794,1999-04-11,Male,Married,Accountant,Finance,manager.finance@company.co.ug,Full-time,Active,2020-11-19,,Yes,geoffrey.nalwanga,Welcome2025!,Admin,4591523,1000000,250000,300000,100000,0,Absa Bank,9127887095,Central Branch,,CM702595045936,,1667833540,,"Plot 167, Bombo Road",Jinja,Mbarara,Samuel Kato,+256774018303,Parent,
Charles,Faith,Akello,charles.akello@company.co.ug,+256780360385,1998-12-21,Male,Single,Training Coordinator,Human Resources,manager.humanresources@company.co.ug,Full-time,Active,2019-03-26,2019-09-22,Yes,charles.akello,Welcome2025!,Employee,7701440,400000,200000,500000,300000,400000,Equity Bank,1218690580,Central Branch,,CM991568615219,,,82680704-76,"Plot 23, Nakasero",Masaka,Jinja,Stephen Nabukenya,+256711992411,Sibling,
Lydia,,Nakandi,lydia.nakandi@company.co.ug,+256782923496,1994-08-23,Female,Widowed,General Manager,Management,,Full-time,Active,2022-02-16,,Yes,lydia.nakandi,Welcome2025!,Admin,6391178,0,200000,0,200000,0,Absa Bank,8644101734,Kampala Main,+256750275671,CM990927876741,,,97770398-42,"Plot 206, Bombo Road",Kampala,Mukono,Peter Asiimwe,+256798244242,Parent,
Patrick,,Mbabazi,patrick.mbabazi@company.co.ug,+256795193119,1979-08-16,Male,Single,Recruitment Specialist,Human Resources,manager.humanresources@company.co.ug,Contract,Active,2021-04-03,,Yes,patrick.mbabazi,Welcome2025!,Admin,8914138,500000,800000,400000,0,800000,Centenary Bank,7724823881,Central Branch,,CM721694195623,,,31769224-71,"Plot 154, Ggaba Road",Masaka,Mbale,Nantongo Mbabazi,+256787018500,Sibling,
David,Joseph,Nalwanga,david.nalwanga@company.co.ug,+256795349346,2001-06-15,Male,Widowed,Sales Manager,Sales,manager.sales@company.co.ug,Full-time,Active,2017-12-01,,Yes,david.nalwanga,Welcome2025!,Supervisor,7331087,1400000,500000,0,100000,1100000,DFCU Bank,8746234686,Kampala Branch,,CM752160675140,,,33478783-87,"Plot 73, Bombo Road",Mbarara,Mbale,Nantongo Ssekitto,+256725755887,Parent,
Rebecca,Doreen,Asiimwe,rebecca.asiimwe@company.co.ug,+256752617051,1982-03-06,Female,Divorced,HR Officer,Human Resources,manager.humanresources@company.co.ug,Full-time,Active,2014-09-03,2015-03-02,No,,,,3523265,0,0,550000,150000,0,Bank of Africa,4197136728,Kampala Main,,CM967704331571,,5610532036,,"Plot 164, Nakasero",Masaka,Kampala,Nakato Byaruhanga,+256775547491,Friend,
Gloria,Sarah,Apio,gloria.apio@company.co.ug,+256797301225,1996-11-17,Female,Married,Admin Officer,Operations,manager.operations@company.co.ug,Full-time,Active,2020-10-03,,No,,,,5210419,0,250000,400000,300000,400000,DFCU Bank,1898842416,Central Branch,,CM710766705566,,9602210607,67482554-15,"Plot 41, Entebbe Road",Kampala,Mbale,Nantongo Nalwanga,+256729089968,Parent,
Mary,Francis,Asiimwe,mary.asiimwe@company.co.ug,+256720875983,1987-11-01,Female,Single,Project Manager,Management,,Full-time,Active,2023-08-31,2024-02-27,No,,,,4233401,1300000,0,550000,100000,400000,Bank of Africa,6929943547,Kampala Branch,,CM753737842820,,7640569909,44404808-38,"Plot 154, Nakasero",Fort Portal,Jinja,Grace Kato,+256710581788,Sibling,
Patrick,Brenda,Kato,patrick.kato@company.co.ug,+256764205299,2001-05-26,Male,Divorced,Financial Analyst,Finance,manager.finance@company.co.ug,Full-time,Active,2018-06-23,,No,,,,8490610,900000,450000,400000,100000,200000,Bank of Africa,1099583198,Kampala Branch,,CM845989968881,,,,"Plot 119, Entebbe Road",Masaka,Mukono,Prossy Ssekitto,+256771586847,Friend,
Joseph,,Kiwanuka,joseph.kiwanuka@company.co.ug,+256798856089,2001-11-19,Male,Single,Recruitment Specialist,Human Resources,,Full-time,Active,2017-01-25,,Yes,joseph.kiwanuka,Welcome2025!,Employee,6762593,0,0,150000,150000,500000,Centenary Bank,7308872214,Kampala Branch,,CM811715207746,,8068820203,,"Plot 32, Nakasero",Jinja,Wakiso,Peter Nabukenya,+256718989243,Sibling,
Brenda,,Nalwanga,brenda.nalwanga@company.co.ug,+256778649079,2003-12-12,Female,Divorced,Department Manager,Management,manager.management@company.co.ug,Full-time,Active,2021-03-14,,No,,,,5965964,500000,600000,500000,100000,100000,Stanbic Bank,9209564100,Kampala Branch,+256750098012,CM828180396672,,3823016890,97271568-44,"Plot 115, Old Kampala Road",Mbarara,Mukono,Ronald Nabukeera,+256757122004,Spouse,
Esther,,Akello,esther.akello@company.co.ug,+256718089146,2005-02-07,Female,Divorced,Procurement Officer,Operations,,Full-time,Active,2018-10-04,,No,,,,8087624,600000,350000,400000,150000,1000000,Bank of Africa,7848813469,Central Branch,,CM836135467202,,9422613395,,"Plot 161, Ggaba Road",Entebbe,Wakiso,Rebecca Nabukeera,+256764561139,Child,
Gloria,Mary,Ssekitto,gloria.ssekitto@company.co.ug,+256783364726,1984-08-11,Female,Widowed,Auditor,Finance,manager.finance@company.co.ug,Full-time,Active,2019-10-22,,No,,,,6605881,1600000,450000,0,0,0,Equity Bank,3043368911,Kampala Branch,,CM836190588749,,9919810081,84545917-29,"Plot 181, Ggaba Road",Jinja,Gulu,Sarah Nalwanga,+256727227131,Spouse,
Sarah,,Nabukeera,sarah.nabukeera@company.co.ug,+256791480034,1997-06-10,Female,Widowed,Logistics Coordinator,Operations,manager.operations@company.co.ug,Full-time,Active,2015-11-09,,No,,,,7726260,800000,550000,250000,0,0,Centenary Bank,5613716783,Kampala Main,,CM791111282110,,,,"Plot 101, Ggaba Road",Mbarara,Mukono,Achen Byaruhanga,+256753123758,Child,
Faith,,Okello,faith.okello@company.co.ug,+256712938303,1991-11-28,Female,Married,Electrical Engineer,Engineering,manager.engineering@company.co.ug,Contract,Active,2017-04-19,,No,,,,8079690,0,550000,400000,0,1100000,Bank of Africa,4328866389,Kampala Branch,,CM781937684790,,7243297691,55399898-58,"Plot 26, Bombo Road",Mbale,Jinja,Doreen Nabukenya,+256786495696,Sibling,
Namukwaya,Doreen,Akello,namukwaya.akello@company.co.ug,+256753637820,1979-06-17,Female,Married,Sales Executive,Sales,manager.sales@company.co.ug,Full-time,Active,2018-10-17,2019-04-15,No,,,,3525535,1300000,0,400000,0,0,Equity Bank,3222952777,Central Branch,,CM911074018641,,5781565130,,"Plot 138, Bombo Road",Fort Portal,Kampala,Samuel Mbabazi,+256716643245,Child,
Sarah,,Kato,sarah.kato@company.co.ug,+256729279657,1982-09-24,Female,Single,General Manager,Management,manager.management@company.co.ug,Full-time,Active,2023-03-28,,Yes,sarah.kato,Welcome2025!,Supervisor,5486317,500000,700000,250000,250000,0,Absa Bank,2514634467,Central Branch,,CM922355003592,,,83058591-83,"Plot 181, Nakasero",Jinja,Jinja,Francis Ssekitto,+256710098753,Sibling,
Lydia,,Kiwanuka,lydia.kiwanuka@company.co.ug,+256790226097,1996-10-22,Female,Single,Marketing Officer,Sales,,Contract,Active,2016-10-09,2017-04-07,No,,,,5522140,1700000,700000,0,150000,600000,DFCU Bank,2476042073,Kampala Main,,CM740884064874,,4178818862,62790927-94,"Plot 99, Old Kampala Road",Gulu,Mbarara,Charles Akello,+256787699626,Parent,
Ronald,,Kato,ronald.kato@company.co.ug,+256731126629,2002-02-18,Male,Widowed,HR Manager,Human Resources,manager.humanresources@company.co.ug,Full-time,Active,2014-03-04,2014-08-31,No,,,,5691578,0,250000,200000,150000,200000,Bank of Africa,7024758125,Central Branch,,CM793522009547,,5647657251,,"Plot 186, Entebbe Road",Mbale,Gulu,David Nabukenya,+256705428232,Spouse,
Gloria,,Mukasa,gloria.mukasa@company.co.ug,+256742663930,2001-07-01,Female,Divorced,HR Manager,Human Resources,manager.humanresources@company.co.ug,Full-time,Active,2022-01-21,2022-07-20,No,,,,6525703,1100000,500000,0,250000,0,Centenary Bank,1369371417,Central Branch,,CM821985703133,,5790874995,,"Plot 140, Old Kampala Road",Jinja,Gulu,Brenda Mbabazi,+256752555818,Spouse,
James,,Nalwanga,james.nalwanga@company.co.ug,+256741871159,1976-01-12,Male,Married,Project Engineer,Engineering,manager.engineering@company.co.ug,Full-time,Active,2019-03-15,,No,,,,8211531,800000,250000,450000,100000,0,Centenary Bank,6253277970,Central Branch,+256756693992,CM932548707633,,3117280624,42628449-89,"Plot 207, Bombo Road",Entebbe,Wakiso,Gloria Nalwanga,+256708376436,Parent,
Prossy,,Akello,prossy.akello@company.co.ug,+256745035610,1996-09-15,Female,Single,HR Officer,Human Resources,,Full-time,Active,2024-09-30,,Yes,prossy.akello,Welcome2025!,Admin,6895895,1400000,300000,450000,150000,0,Equity Bank,7866437514,Central Branch,+256751865982,CM887453006828,,4154377112,,"Plot 80, Entebbe Road",Masaka,Mukono,Joseph Asiimwe,+256752292076,Spouse,
Charles,,Nabukenya,charles.nabukenya@company.co.ug,+256717633665,1983-10-28,Male,Divorced,Senior Accountant,Finance,,Full-time,Active,2014-10-14,,Yes,charles.nabukenya,Welcome2025!,Admin,3367004,1000000,400000,500000,0,0,Absa Bank,1283314900,Central Branch,,CM902824777592,,,,"Plot 159, Entebbe Road",Kampala,Mukono,Francis Ssekitto,+256737001494,Sibling,
Nantongo,,Mukasa,nantongo.mukasa@company.co.ug,+256769613671,1999-01-01,Female,Divorced,Sales Executive,Sales,,Full-time,Active,2020-04-20,,No,,,,5448762,900000,350000,450000,150000,0,Centenary Bank,1811472402,Kampala Main,+256757461552,CM811529997568,,,,"Plot 67, Bombo Road",Entebbe,Wakiso,Peter Nalwanga,+256702675391,Sibling,
Patrick,,Kiwanuka,patrick.kiwanuka@company.co.ug,+256728726555,1997-06-16,Male,Divorced,Marketing Officer,Sales,manager.sales@company.co.ug,Full-time,Active,2017-05-08,,No,,,,9262219,500000,250000,400000,0,0,Absa Bank,5922032199,Kampala Branch,+256750960189,CM977862673102,,3052203636,55686789-64,"Plot 162, Old Kampala Road",Fort Portal,Mukono,Nantongo Nalwanga,+256782676731,Friend,
Patrick,,Okello,patrick.okello@company.co.ug,+256718865286,1991-08-17,Male,Single,General Manager,Management,manager.management@company.co.ug,Full-time,Active,2020-01-22,2020-07-20,Yes,patrick.okello,Welcome2025!,Employee,4518114,1400000,750000,400000,250000,600000,DFCU Bank,7519562126,Kampala Branch,,CM925166871069,,6528551685,63996898-11,"Plot 18, Nakasero",Mbale,Kampala,James Apio,+256759822766,Parent,
Patrick,,Nakandi,patrick.nakandi@company.co.ug,+256769301886,2001-09-17,Male,Married,Project Manager,Management,,Part-time,Active,2017-11-18,,No,,,,3405594,0,200000,150000,150000,0,Equity Bank,2247892039,Kampala Main,,CM918097142985,,,74848027-64,"Plot 109, Bombo Road",Mbarara,Mbale,Brenda Nakandi,+256774841364,Sibling,
Lydia,,Nakandi,lydia.nakandi@company.co.ug,+256749250703,1988-09-25,Female,Widowed,Executive Director,Management,,Full-time,Active,2018-06-02,,Yes,lydia.nakandi,Welcome2025!,Employee,6762473,700000,600000,400000,250000,0,Equity Bank,5044333221,Central Branch,,CM975490331183,,4449482293,,"Plot 86, Bombo Road",Entebbe,Wakiso,Nantongo Mukasa,+256705744966,Parent,
John,,Mukasa,john.mukasa@company.co.ug,+256774452558,1998-06-16,Male,Widowed,Project Engineer,Engineering,,Full-time,Active,2021-12-19,,No,,,,5576470,900000,200000,300000,0,700000,DFCU Bank,9996615548,Central Branch,,CM781421202981,,6106706399,82248260-87,"Plot 106, Bombo Road",Jinja,Mbale,Sarah Byaruhanga,+256721532917,Child,
Nakato,,Nakandi,nakato.nakandi@company.co.ug,+256795216735,1979-03-19,Female,Married,Sales Executive,Sales,manager.sales@company.co.ug,Full-time,Active,2018-02-12,,No,,,,6348126,1500000,0,200000,0,900000,Bank of Africa,4292777617,Central Branch,,CM928975135921,,,64057520-66,"Plot 165, Ggaba Road",Jinja,Kampala,Nakato Apio,+256726064349,Sibling,
Doreen,,Nabukenya,doreen.nabukenya@company.co.ug,+256761992552,1994-07-24,Female,Single,Admin Officer,Operations,manager.operations@company.co.ug,Full-time,Active,2015-04-15,,Yes,doreen.nabukenya,Welcome2025!,Employee,7264497,800000,0,0,150000,0,Stanbic Bank,4920642531,Central Branch,,CM930820723361,,3686377773,59008615-88,"Plot 149, Old Kampala Road",Gulu,Gulu,Lydia Okello,+256718058799,Parent,
Prossy,,Nalwanga,prossy.nalwanga@company.co.ug,+256775365994,1980-01-07,Female,Single,Project Engineer,Engineering,manager.engineering@company.co.ug,Full-time,Active,2022-09-02,,Yes,prossy.nalwanga,Welcome2025!,Employee,8187776,1600000,250000,300000,200000,0,Equity Bank,7718587138,Central Branch,+256753982704,CM770267295557,,6356898429,43350325-48,"Plot 201, Ggaba Road",Kampala,Wakiso,Peter Ssekitto,+256760223127,Parent,
Mary,Brian,Okello,mary.okello@company.co.ug,+256797726941,1987-08-19,Female,Widowed,Department Manager,Management,manager.management@company.co.ug,Full-time,Active,2020-05-03,2020-10-30,No,,,,6247991,1600000,0,0,150000,0,Centenary Bank,6664659102,Kampala Main,,CM951955144724,,,,"Plot 150, Nakasero",Gulu,Jinja,Doreen Ssekitto,+256730241974,Friend,
Simon,,Nalwanga,simon.nalwanga@company.co.ug,+256755058365,1985-02-02,Male,Married,Procurement Officer,Operations,manager.operations@company.co.ug,Full-time,Active,2020-02-27,,Yes,simon.nalwanga,Welcome2025!,Employee,5505055,300000,500000,0,300000,0,DFCU Bank,9550971669,Central Branch,+256750737374,CM921035519506,,8527737582,82555741-36,"Plot 133, Bombo Road",Entebbe,Mbarara,Ronald Asiimwe,+256761672429,Sibling,
James,Lydia,Apio,james.apio@company.co.ug,+256718356722,1997-03-25,Male,Married,Admin Officer,Operations,,Full-time,Active,2016-05-18,,No,,,,5617062,1700000,250000,0,300000,1000000,Bank of Africa,5047269682,Kampala Main,+256751970420,CM718301479120,,6723128246,93466385-93,"Plot 164, Entebbe Road",Jinja,Kampala,Patrick Tumwebaze,+256759698085,Friend,
